Employee ID,Name,Department,Salary,IBAN
ddc0acd6,David Powell,Finance,139046,GB08CFEW96820829922079
64473564,Wayne Rodriguez,Finance,115063,GB20MAWC37767433413360
1c51966a,Richard Raymond,Finance,91040,GB41NZRN82250989127099
db01e294,Roger Greene,Finance,75879,GB95AOWK52772532017877
3d1dcfeb,Susan Lynn,Finance,85166,GB55RHZN74728176273343
829572fb,John Davis,Finance,147037,GB80GCCJ45012476078036
078f8236,Dwayne Walker,Finance,52044,GB20UCFR03504214007656
275270ab,Dawn Morgan,Finance,89499,GB38WYLH29314062753402
d223ccb4,Kevin Lee,Finance,100553,GB22RMTU69282073559311
17c600d5,Zoe Ortiz,Finance,120460,GB58LTCC06350720605062
33b36035,Whitney Pena,Finance,143249,GB50ZICS29791090784243
8001875c,James Bell,Finance,86413,GB10UWRG70233663039503
ddeecf59,Jason Diaz,Finance,111332,GB23RXIC06289428752418
7cc3fa1f,Natalie Drake,Finance,67129,GB69XMLC08273839808416
83dd7a63,Jordan Peterson,Finance,55245,GB82CVDV98041105212749
e3a1e827,Michael Richards,Finance,51437,GB09MJOZ14700301935357
9dcd948e,James Cunningham,Finance,120787,GB06ZGXH83829303091968
0e4be1b2,Joshua Gibson,Finance,109895,GB84ZXXM21344521781878
57550b79,Jeffrey Howe,Finance,103711,GB28DUTP28407549151294
545df9bf,Heather Chambers,Finance,90157,GB61UGZO66874004186899
71b8088d,Erin Harrison,Finance,65762,GB79FWJV84007647186638
41d63c19,Zachary Schultz,Finance,127512,GB35ZDQA82037643159301
dbdd6d2a,Charles Wilson,Finance,64152,GB76ADXR14092108529369
e912f016,Janice Mendoza,Finance,137937,GB96IXJP12312958174667
a96b9bf5,Jacob Barnes,Finance,142359,GB04CBBB68932468226828
06c751dd,Charles Gates,Finance,79625,GB04DAOH01921270666052
8ad7c2c1,Traci Miller,Finance,97614,GB35RYGY40065354252354
bb63b856,Chris Powers,Finance,144739,GB46XNEW70262758750055
456171c9,Nichole Neal,Finance,56673,GB65EYKO78235738573236
7141558b,Jodi Wright,Finance,85135,GB52EGNL66684906315380
0cd2fb0b,Sharon Kennedy,Finance,104786,GB83VYLZ01005974423937
7b19174e,Mark Atkins,Finance,73045,GB33SEHW46558156130390
74f04212,Jennifer Rubio,Finance,90278,GB10TVLM77903487582098
73920678,Christopher Martin,Finance,88185,GB94TLDQ77969883650789
35e28219,Frank Davis,Finance,69090,GB59CSMY90942710881713
0f2af0e1,Alexandra Hopkins,Finance,122011,GB71JAJV62530793663688
d8373b85,Chelsea Gilmore,Finance,101901,GB29IXUR78708147500318
5c47d9bd,Melissa Garrison,Finance,80978,GB10RGYI81705644898976
6b679039,Stephen Ward,Finance,79963,GB91XLUN92398139249483
348196ba,Matthew Jones,Finance,72861,GB44DMTE42080628037978
7ea77966,Anthony Allen,Finance,50925,GB43LYGJ59103081635708
34cfb17f,Michael Galvan,Finance,118804,GB85CDNY04744616948856
0acd28be,Jean Conley,Finance,142219,GB05SDON19026689497495
5c80b9e2,Robert Brooks,Finance,105102,GB49AHKU31838512718064
b12a90e4,Nicholas Shaw,Finance,62070,GB53SVJC43141461242828
bddf7774,Sean Miller,Finance,106241,GB39LYJA65254125076258
c32fa0e9,Jorge Bailey,Finance,69638,GB80TELO14982329211391
60811f2e,Angela Rivas,Finance,133679,GB21QYXG79272548611900
e5a8b68d,Christina Torres,Finance,80828,GB87GMPV71289249571315
324961ef,Carolyn Wright,Finance,76849,GB36QYLK83224265150591
ffbae5a0,Sarah Manning,Finance,96273,GB33NPGZ63755586860428
4a9958c0,Travis Lopez,Finance,103099,GB11RPEC48946313812577
df5319d1,Jason Flores,Finance,70209,GB74DLBS01648773591546
de29cfc6,John Lynch,Finance,81482,GB97KZEZ47335359147006
c8c87aaf,Justin Vasquez,Finance,149175,GB76LOIF72989619405910
87798fed,Ariana Bryant,Finance,62774,GB74QADS39052883922193
f5d3e404,Katherine Henson,Finance,92690,GB64LVPQ70107405230638
21766fea,Theresa Wilson,Finance,72071,GB55QGBY48176824499403
710b051c,Gina Perez,Finance,97041,GB79YYPF06738941671727
7281d9a3,Jacob James,Finance,58148,GB18CJGK11447025354639
2ef7ea1c,Thomas Reilly,Finance,60495,GB77MUVP01305426635204
5bada46f,Stanley Blackburn,Finance,144342,GB94GCOP32004068005240
faba73d8,Michael Anderson,Finance,127974,GB29KJFO51645742118812
9c3768a4,Kristen Campbell,Finance,124386,GB76TDDV64517586225614
a367b370,Antonio David,Finance,79939,GB80SHQG79754860143761
a4b982d0,Jessica Riley,Finance,135712,GB16GWNS32069659268967
1d48fc7a,Jamie Sanchez,Finance,88712,GB55JABU49961676681325
9c0fb7a0,Kevin Rios,Finance,69035,GB80IOVP89320870307902
880375ed,Nicholas Allen,Finance,87827,GB42VVVH75060259276148
cbcdcd45,Mark Baxter,Finance,53297,GB55GGMA36608247135360
ae99135e,Daniel Huynh,Finance,60497,GB82MSCF23982327758824
3a6a0f81,Kristin Holden,Finance,111027,GB33OVVX59059210779038
ab8d2cd0,Michael Davenport,Finance,50206,GB56RFAY23006592579978
f4090349,Maria Black,Finance,86884,GB12DSJJ95859357596325
a5585be6,George Wilson,Finance,97248,GB78TIPM29940414637567
ddcf74b1,Sydney Stewart,Finance,122492,GB42NBDU94911398582280
c2d16e75,Hannah Friedman,Finance,90476,GB79ECKV67377285094614
9e0e903d,Angel Smith,Finance,93575,GB69UMJM47917533238969
59a7e4ab,Billy Miller,Finance,92802,GB91SFEB45003433794128
9a15187e,Alex Glover,Finance,116012,GB75WSBC11406871612326
cd7ffa58,Jodi Taylor,Finance,118605,GB97THTV61495186124715
814f1f77,Mr. Michael King PhD,Finance,116613,GB85QUHI18515789357577
8e8efe75,Martin Adams,Finance,75928,GB53OMQL03855258963706
8dfeb5fa,Tara Stokes,Finance,86770,GB33DQCV54128231330670
8357b867,Amy Hines,Finance,74386,GB17RCBF70408491335025
7c2fb37e,Tyler Parker,Finance,143010,GB45ADTW55285538226933
00e5ca29,Keith Goodwin,Finance,133100,GB80QKSD21968381889044
84732f24,Amanda Gamble,Finance,117601,GB02WXRF63733347751572
73eff2af,Taylor Jones PhD,Finance,111114,GB44XZGA17376285750164
b78f5335,Mallory Lopez,Finance,61201,GB86LFMY05711430079510
6ab7e054,Richard Sanchez,Finance,84585,GB62TBKW25554840788102
e081d553,George Kim,Finance,51803,GB11UHTE56108123370053
dd0448c9,Frank Baldwin,Finance,120280,GB20TWPJ23824973600097
d89d98b5,David Gonzalez,Finance,54325,GB19PTXA31015257071689
fc1865a4,David Carter,Finance,86001,GB24QNJM47061123342042
9fb393cc,Melissa Garrett,Finance,65726,GB29HAAS06472205392724
7e8860ed,Sarah Howell,Finance,84603,GB61XUQA00932618002607
82701634,Alicia Huffman,Finance,112104,GB17BHHY96109410753695
3fc2c2b3,Kyle Armstrong,Finance,50182,GB88FEYJ64787754294496
a7aba73a,Deborah Gonzales,Finance,92356,GB08CFDM58426907361427
