Employee ID,Name,Department,Salary,IBAN
5c61aa5b,Christopher Taylor,Finance,96636,GB08OJYN30584276462600
7cf97d2b,Jenny Clark,Finance,66893,GB64GLOW32831585541039
19e9c6dc,Andrew Lawrence,Finance,132687,GB95IPCD99649804722276
716a07ce,Danielle Poole,Finance,81623,GB39OYMS26586538317668
fde5b185,Sergio Bowers,Finance,74851,GB97ULCX48126046089927
261bfc35,Mario Harper,Finance,81888,GB21FANM14797025125782
ca7ef9f4,Tamara Fowler,Finance,126699,GB91JWPO17580234710089
24c7aa4b,Anthony Yoder Jr.,Finance,81525,GB34INID86348825490027
8eb75ae6,Corey Davis,Finance,142839,GB82SMXZ51426143867591
9283d1ba,Sherry Adams,Finance,82203,GB39YXFA10326296977311
794e4520,Richard Santana,Finance,117629,GB36SDAG84649869976097
599d874a,Diana Johnson,Finance,97545,GB86IJUD46912695305869
06e3e29d,Brandon Williams,Finance,114109,GB35WLJQ39452242526346
ce220255,Emily Cowan,Finance,99354,GB97XCML86767061129185
50892a87,Steven Schaefer,Finance,91120,GB34HLPD71567326781704
df9e9388,Kevin Alvarez,Finance,87040,GB48TONX17764352134667
d86aa166,Rachel Wagner,Finance,61590,GB58PYNE60936541054089
ba9c016b,Dana Carlson,Finance,141328,GB84VURJ17529753999437
6501c4d4,Matthew Beard,Finance,50246,GB41TBPJ40927597377886
03e61e41,David Brown,Finance,92140,GB57NDVL07440085210368
51668f18,Heather Avery DVM,Finance,131884,GB19OVXT23543312186273
dd84069f,William Delgado,Finance,86278,GB40LZCX11713082897142
69418c97,Leah Decker,Finance,56253,GB10JLGE78797356747616
bb4458cd,Ashley Jones,Finance,119823,GB41RLJT45807696439930
2ac62772,Terri Becker,Finance,88655,GB88YTAV40123760929183
844dde07,John Sanchez,Finance,91153,GB73POYM28643105371041
4ef67ee1,Victor Carey,Finance,109938,GB44CBCV44620600334595
a43d7907,Brian Allen,Finance,90175,GB86TVQN40226810170102
d1d3d1c9,Brandon Hernandez,Finance,64141,GB13QTPF84282967129424
50e9afbc,Philip Olson,Finance,58478,GB66QZZJ31742208209976
33f840ad,Madison Mccall,Finance,104466,GB55AMOG85999536252798
c4e4c29e,Walter Anthony,Finance,115975,GB13KMMV56472036334588
4751d4aa,Taylor Bell,Finance,72806,GB13ILWZ61747189053995
a8ceb5bc,William Avery,Finance,145195,GB84IOEZ04099593935787
3e1a64ab,Matthew Hood,Finance,111282,GB22GSJV33759180347094
8de68757,Lisa Clark,Finance,109364,GB16ROFC38065882327473
4f8991e3,Melissa Gomez,Finance,78231,GB58IQKR75632255899042
9e5aff34,Adam Soto,Finance,108605,GB81KNVF50063177078378
373dc736,Logan Wagner,Finance,117587,GB42BDUO84625563453375
828470a2,Kimberly Harmon,Finance,74299,GB30NZXK71932281943115
97984638,Wendy Keller,Finance,111547,GB03SWEC94030242989159
dba7fe2f,Ralph Martin,Finance,96862,GB08NSBB64374132697914
f19e729b,Antonio Chaney,Finance,115864,GB75RGBZ20433110252449
c5a74829,Mrs. Maria Fernandez,Finance,87701,GB02GGAH97654084437659
7556e276,Anthony Thomas,Finance,118522,GB48DGTV90452539066798
80f6ba5a,Daniel Montes,Finance,51855,GB21ZUGC21625860959865
4de13a2e,Sarah Brown,Finance,87997,GB08REOB95531524791849
075ef2f9,James Robinson,Finance,86720,GB41MDVM57636220283615
20968cba,John Torres,Finance,85965,GB34MTWJ68710965672065
273884cf,Anna Brooks,Finance,78067,GB80NJPN72018271340213
1fa979ef,Brian Collins,Finance,89706,GB84WKKZ81786681412890
b0e3faf8,Adrian Baker,Finance,111718,GB03DVQG84960186496410
abe6e22f,Donald Beck,Finance,137118,GB98ZZEP95313122347886
016657e4,Nathan Sutton,Finance,84903,GB64WKEU67792053150330
32ab0039,Christian Blair,Finance,61991,GB91SIPC92995686559612
20baadeb,Lisa Davis,Finance,119548,GB85CTMP17343300408439
f53d541d,Eric Kirby,Finance,80033,GB89MDAK04463991742615
d9def5f0,Andrew Wright,Finance,126595,GB32MPEZ78841524859904
78f65022,James Saunders,Finance,148160,GB18HAWR46304427729023
8c1cab87,Teresa Franklin,Finance,107969,GB44RKCC04798207574326
82cc0b96,Jorge Taylor,Finance,134056,GB05XXVZ76601716053566
154260a0,Jeffrey Franklin,Finance,91682,GB02YHHQ31266845541385
f2aee887,Rachel Harris,Finance,89403,GB29BIDN96702302447818
33c78a4e,Matthew Garcia,Finance,97938,GB10BKSS53848810963175
2fbb47fb,Chad James,Finance,127085,GB69UJGZ58530448995104
c2d1fa50,Megan Smith,Finance,107816,GB89KINM39408118092594
d38c113d,Heidi Lopez,Finance,133388,GB84ICQS21258858102257
05505c2b,Nathan Kerr,Finance,128418,GB62KDAF43352388783151
d3daf6bf,Lindsey Bright,Finance,116619,GB05GJVJ30250273060883
90e44279,Barbara Williams,Finance,104762,GB19ACBT88230683938990
9b1f9b02,Joel Friedman,Finance,97182,GB24VRRX18269877856492
075f36fa,Ian Rich,Finance,85943,GB17RYLQ44136308445129
36c3e48b,Billy Soto,Finance,109069,GB87WKNX89893230101765
09dc02b9,Colleen Beck,Finance,100823,GB74SKCP01592254232134
15c8644d,Dr. Sarah Gonzalez MD,Finance,142977,GB23ATNZ14992947108115
3fc82980,Leslie Clark,Finance,71288,GB98LULM32324251927752
4ed34758,Adam Ellis,Finance,95030,GB25VHFG70694684386129
