Employee ID,Name,Department,Salary,IBAN
5f68c43c,Tara Gray,Finance,82685,GB74WDVY12189371417343
cc64b14d,Virginia Rivera,Finance,59818,GB23UAXF32662325418558
fc9ca958,Daniel Goodman,Finance,53446,GB76NIER12305489950843
6af519f4,Lindsey Holt,Finance,134906,GB05EHMZ79087936577765
a0f41ae9,Karen Torres,Finance,81999,GB75LRXV43184019036265
4b2d5313,Suzanne Barajas,Finance,67768,GB37BCGR00674639537583
a8d9f845,John Taylor,Finance,136081,GB92XPMX03339337186068
ffed2ccf,Michael King,Finance,69324,GB84LQCK08820323083909
cc6c10a6,Melissa Garcia,Finance,64837,GB72LNDF90284968447673
ab186953,Cynthia Warner,Finance,102334,GB54AETU75290221534004
1180f39f,Dr. Cindy Luna,Finance,121040,GB28XKBM75435604721646
d4d387b3,Paige Myers,Finance,102183,GB39RIGB63719031637184
3f16aa2f,Joseph Wilkinson,Finance,70123,GB67YXUD24060383400295
87441cc0,Nathan Best,Finance,117493,GB35ESHY17916444767731
386f70e4,Jasmin Thomas,Finance,121250,GB93PNBJ55424148406196
f8e41190,Anthony Solis Jr.,Finance,94161,GB19CNVK44453898320635
1d62ba2d,William Banks,Finance,94874,GB75KYQJ43333095971828
0c575c17,Michael Page,Finance,121220,GB67BEYO61366672533224
4055c78a,Wanda Lee,Finance,86932,GB34MKGH57621639869090
f75557f3,Jeremy White,Finance,96313,GB98QKPW08393175783972
29926413,Donald Mccoy,Finance,51414,GB36BBCX94566516483653
6bfa6097,Dr. Justin Barrett,Finance,75334,GB04WWQK73236455149439
77dae46e,Sean Castro,Finance,97913,GB49IAWR68167075937394
95b71193,John Davis,Finance,97440,GB90IREN53071465833052
3c1d943c,Kathleen Johnson,Finance,147171,GB62NZBQ48965850663246
84ed2e7d,Juan Maxwell,Finance,147594,GB64CZPX45633034421831
e68055f3,Brenda Diaz,Finance,82359,GB46IATQ72708951925220
15673710,Amy Murray,Finance,60184,GB91HDNA78786785976436
7e23ba58,Kristin Bennett,Finance,121317,GB19KYOX02267614111615
5e52c658,Kathryn Charles,Finance,61118,GB46WKYS84750266980390
fb93945e,Laurie Jackson,Finance,84699,GB27OUFG34571105706404
d70c6f56,Frances Moore,Finance,98074,GB40XXVD03656050334212
5b03debf,Kathleen Allen,Finance,115398,GB57URQC26232651928999
0b2ac40f,Krystal Francis,Finance,77047,GB50KDKA97831269903621
ffb22fd3,Karen Alexander,Finance,102163,GB52CRDH54277859893298
3566c592,Michael Bean,Finance,118579,GB28EHIZ47043125512285
4ae15a3c,John Wilson MD,Finance,117799,GB49SYTE93299656055334
35153ebd,Devin Barton,Finance,65450,GB66HEYF48060089647667
188c58c1,Jason Faulkner,Finance,53781,GB49ZMHX94775714679871
59bfc3c4,Rebecca Peterson,Finance,121604,GB65JRQD63400893649632
f7e8cef4,Christopher White,Finance,103215,GB51ERMD94500001156501
0eec8f64,Stephen Bradford,Finance,148097,GB05FOKI29163488784203
efebf467,Nicholas Stuart,Finance,85181,GB06FXUK45899474893400
80463c73,Adam Gill,Finance,123624,GB93WQHO06572751640737
c6c25464,Andrea Herrera,Finance,100092,GB96ZHUS73663527480383
7cb3f10b,Sharon Evans,Finance,129064,GB19HRUK55262833086048
cd0085ec,Michael Hanson,Finance,77072,GB03VJAO43140125199382
24fd9b3e,Angela Roman,Finance,66837,GB95KWWK38939256100292
48607e4a,Dr. Chelsea Shah DDS,Finance,74740,GB92KGOJ92079973747275
f1b85618,Steven Collins,Finance,98660,GB52FXAL29253696801113
2cf5616d,Edwin Murray,Finance,135017,GB10RVKN33787430233170
9cc618b4,Linda Ali,Finance,119461,GB65KOEP01258646426105
db508052,William Schroeder,Finance,57392,GB07NAUW49981317061842
9a04bc65,Daniel Phillips,Finance,119690,GB52STPI84386349216063
e8bcd5cd,Brian Murphy,Finance,138101,GB76OISM34913985979314
f85a33d4,Philip Berger,Finance,94421,GB33TTMI80376404854609
e9bc6043,Cindy Reed,Finance,116074,GB90KVSL54457203781165
fb600884,Jason Reese,Finance,103813,GB96NRJV08914447359622
8380523e,Stephanie Ford,Finance,73422,GB85RDGJ04494619364642
54454a42,Michael Barker,Finance,142627,GB09SKAR03394071723105
150aa941,Michael Clark,Finance,103372,GB20GKUS63961947180211
4d85c2a8,Michael Finley,Finance,112137,GB06EZZV62024679112316
5cf046db,Rose Fisher,Finance,106298,GB29UKOI61488252958284
e7f42255,Phillip Ortiz,Finance,92485,GB90AFQH50817994856764
8ff89f9f,Steven Wilson,Finance,58885,GB36PUCZ47427603309215
4ca818bb,Jake Landry,Finance,91695,GB63VZXI50487021279065
e00fecad,Phillip Ramirez,Finance,60915,GB20VAKV62616533874762
9ed87f82,Jeffrey Nichols,Finance,130356,GB56EQQF03175682908504
4015e508,Jason Diaz,Finance,67777,GB64QCXR07550248109573
887348f3,Juan Chandler,Finance,132243,GB39EWDI53357562717526
91b53811,Lisa Ryan,Finance,64107,GB13GSEF36802872566932
822e528a,Kim James,Finance,117992,GB37FTCR08323625951943
71fdca40,Christine Bell,Finance,95015,GB98WLEB35145079368114
98bc51b6,Kenneth Watson,Finance,83648,GB58FNGS14439664190192
1f673660,Brandon Fox,Finance,131461,GB03ZXHW07398020529730
2580b656,Angela Jacobs MD,Finance,87734,GB75GTWU56499635762265
4e719b98,Mrs. Tina Williams DVM,Finance,92853,GB13KEEE31984201982668
5cf7f78e,Angela Nelson,Finance,62987,GB12UZYD61717172915190
bc75553e,Eric Morgan,Finance,53250,GB84JWMK02896561818084
1403a742,Nicole Phillips,Finance,95313,GB50GTJU22229318484588
29d64584,Paul Smith,Finance,124178,GB76AUZL22947746921928
eb1afe6a,Cheyenne Miller,Finance,138949,GB90RVNR52492158359500
2a601aec,Randall Waters,Finance,67562,GB55VLJV11753662633563
cc8ebdaf,John Mason,Finance,112088,GB93KPDP58521402105702
5d1ad90e,Roy Sanders,Finance,61247,GB80SDTR30302510867561
af1be6e8,Michael Ray,Finance,73347,GB64CTUO85068249912632
