Employee ID,Name,Department,Salary,IBAN
db739764,Gina Campbell,Finance,146631,GB38KKJX13380116767030
a0bdad83,Connie Griffin,Finance,121521,GB85XBQH39222878043788
a1e9e533,Michelle Charles,Finance,146047,GB81DHFT58136339050107
4cd0791d,Catherine Crawford,Finance,127599,GB16MSDW57796596472879
d84a8b06,Jeffrey Ward,Finance,104317,GB05EXWD46088878163745
eeed7f0c,Jonathan Trevino,Finance,134866,GB96HBWC39488109382581
c76bac52,Kimberly Odom,Finance,93884,GB77ELAV75480753750432
4e4b40b8,Sharon Roberts,Finance,111768,GB78BUXK34975098568564
cd0a3f5d,Megan Wilson,Finance,135049,GB87FDLJ88346559408461
618668c4,Christopher Garcia,Finance,89362,GB11YOEN24148948660866
2880508f,Kaitlyn Lucas,Finance,123121,GB83YWKB62280226949066
1d62d0a7,Nancy Winters,Finance,64048,GB75VTQT51416787797811
d9bd57de,James Hampton,Finance,140521,GB20WXET17441861352835
8acf5c3e,Charles Nielsen,Finance,56942,GB31NQVP57656128142687
311f18b9,Janice Ellis,Finance,94360,GB17UXVZ45756413833351
b9d045a4,Brandon Mayo,Finance,79532,GB45ODXF96055724418596
10287444,Anna Lopez,Finance,104588,GB38ICTJ51621762257026
8d0a08f6,Mark Webster,Finance,75308,GB51ZCNK68490450703137
7b659d58,Barbara Stevens,Finance,138614,GB19CXKJ99054441250321
b8728c28,Mary Lopez,Finance,99891,GB46KXYY19477977675336
c6949cbe,Mark Campbell,Finance,109349,GB77KBGP54242153804981
ea6ec572,Jennifer Fleming,Finance,125715,GB48MQNA44815127777470
01bb7c9c,Michelle Williams,Finance,128526,GB50UGDH93441008043695
a89b3ef4,Ethan Bryant,Finance,126257,GB50QARR06933121630937
befe234a,Angela West,Finance,121908,GB14JXNA80292124443086
3c32b3fa,Peter Higgins,Finance,108426,GB93RVUL21813282645960
518822fb,Martin Chambers,Finance,133096,GB81BHYZ95166816759732
6707b232,Robert Cantrell,Finance,80630,GB18OIRV50217245728877
494164b5,Wayne Anderson,Finance,76008,GB78BTJV35969775115089
4b110afb,Clayton Lopez,Finance,105674,GB72BEZI29154516147158
6fbe0d41,Sandra Davila,Finance,72973,GB86XHON99807860141888
94f1bded,Kim Howard,Finance,106488,GB53RWBR39786725594186
8af8478d,Barbara Taylor,Finance,74965,GB35WUUG27966621622250
6c4c72d4,Kimberly Wilson,Finance,94273,GB91ASTY81546535055685
5d80b52f,Jason Graves,Finance,122060,GB74SZVC30118231270429
0cfdf0b3,Kathryn Kelley,Finance,128002,GB33SJEN64149921405035
0ef34994,Mark Butler,Finance,66992,GB09FDCA87307209471002
bc4aec04,Chelsea Thompson,Finance,148096,GB97EWIT74828831280079
b45f9c31,Louis Barnes,Finance,113724,GB31MTOG15157376238030
82e19075,Terry Hernandez,Finance,125059,GB85TDBA38898918315487
1eec393d,Paul Green,Finance,105752,GB28JLBY23474478602168
c6c97697,Jennifer Salazar,Finance,147197,GB58MWSK85124593700485
7a151ceb,Kaitlyn Jones,Finance,54651,GB35UNYD44958829190712
9da8aa5d,Emily Gilbert,Finance,147023,GB11FIEY98418995007855
f18b516b,Justin Walsh,Finance,74348,GB11QZZU06009501734014
fb5f48b2,Abigail Smith,Finance,130136,GB75GQVP18508653632047
1622cefb,Jennifer Jordan,Finance,81944,GB91UJNL11002859069723
7c8ba0fd,Gregory Williams,Finance,93666,GB12QCOL45110337012335
4cdd99c6,Shirley Williams,Finance,138330,GB94RVDJ22764184230869
164dc28d,James Cooper,Finance,104006,GB90CGGV81337165341339
025e23c1,Katrina Maldonado,Finance,50397,GB23YVAD40181964927141
0937cb10,Brenda Ramsey,Finance,113020,GB05UEWL11809721724118
a918376f,Shane Smith,Finance,73544,GB63YBGY58563028185962
718528c8,Mr. Tyler Greene,Finance,116662,GB06OQCO66737899403999
ad026338,Eric Clayton,Finance,122834,GB95GMBB21542934985487
84506ca5,Andrea Martinez,Finance,149963,GB10OUOR25359816820906
ffdb6e73,Terri Bailey,Finance,86125,GB02PWOS16682781356617
e4248f47,Thomas Rodriguez,Finance,58989,GB70QYGI69984423093053
4e398e04,William Williams,Finance,99004,GB96XHBR71443453559432
5b308f3a,Catherine Warner,Finance,107987,GB75YZHC98184518557566
8ed5417b,Victoria Erickson,Finance,147844,GB49CHYE54324763125659
97dd96cd,Roy Mccall,Finance,70231,GB87FYQV93130126915736
7b6c9f1c,Joseph Bradford,Finance,115285,GB16SLDT61217394024415
666f58b9,Melanie Hughes,Finance,80801,GB69RWHK44291108014290
96f37855,Jacqueline Guerrero,Finance,144944,GB76XUJO97449897402313
4f3146e0,Michael Fuentes,Finance,50801,GB02YUIG08898128156567
8589d63a,Peter Holmes,Finance,80052,GB50GDXX40331924724991
a5811a36,Carol Gonzales,Finance,66150,GB73YXUG11412142472235
909cb05a,Kyle Thompson,Finance,67232,GB42HENX20743120154330
f4a79299,Mr. Patrick White,Finance,127082,GB58ERQX87701102134798
5eebf413,Jason Chavez,Finance,68865,GB20GUAB76279981663541
9598e1cf,Elizabeth Mitchell,Finance,78785,GB27JTTW55349813965676
fe196f09,Steve Martin,Finance,64760,GB17HYHA49289438824150
2ebc2ed3,Zachary White,Finance,74528,GB04AAYZ50754943169798
251d3701,John Villa,Finance,149678,GB60PPXE31592346944966
5cde47b5,Paul Thomas MD,Finance,126574,GB42UZHM90485639605058
62687ecd,Barry Williams Jr.,Finance,89401,GB97QDEC89887952124603
ab5f8885,Nathan Brown,Finance,108042,GB06NEYK23475279430525
291612ac,Steven Hall,Finance,115205,GB04TULC09352640229706
1863080d,Angela Burnett,Finance,133112,GB92AGLA63498871331226
d4fff88d,Colleen Manning,Finance,138345,GB11ZUAW16175233978838
18db9b45,Chelsea Powell,Finance,74425,GB54SZVC93521132524427
96491ae5,Michael Dominguez,Finance,113599,GB06RWPX85138682443340
ed4bad0f,John Williams,Finance,135272,GB44HTNC24905396415519
f7f229f0,Margaret Rangel,Finance,146943,GB95VFSB64878359783182
5a7cf8d2,Dean Garcia,Finance,146485,GB08OUVI43710364816669
43f48fdc,Michael Mclean,Finance,123255,GB88PSZH47741461683032
7e666ddc,Megan Morales,Finance,111617,GB65THWB85060957139987
a5b8936e,Katie Padilla,Finance,63428,GB13DKHX40696510939189
33142baa,Richard Carter,Finance,105596,GB68GHQN73354031911563
5707e238,Jennifer Flores,Finance,88421,GB15VTPI84401526109080
6c75b3cd,Robert Foster,Finance,149445,GB88CFPP15758814445383
07b209a2,Daniel Martin,Finance,139622,GB63YKFY39315960898881
a50de605,Julie Brown,Finance,91323,GB30CWPS24361042489705
7181a651,David Allen,Finance,107329,GB46YZTL33226821726466
2fd93d93,Angela Rodriguez,Finance,72675,GB44FXUL65758543128973
c2544b32,Tricia Harris,Finance,90184,GB44FYWW75954478380497
f8260c10,Yolanda Guerra,Finance,148008,GB62QYEP68815623322363
6fc8d40f,Daisy Kane,Finance,130258,GB64CLHF91779984627323
e1dc29d4,Rebecca Braun,Finance,50339,GB42SBIG23175218985351
