Employee ID,Name,Department,Salary,IBAN
d83b3b7b,Logan Sullivan,Finance,104301,GB29OHWX35502705155256
f5da07f4,Jamie Hill,Finance,72249,GB08BQEJ23301711430013
2e35d1d9,Amy Costa,Finance,109564,GB74PJHS82559391248626
60504a40,Melanie Garcia,Finance,83165,GB68QPTO19532891741205
2565209f,Mr. Craig Mason,Finance,95029,GB93IEEJ12791875027874
125f30bf,Claudia Watson,Finance,112000,GB42PQQA54390231351039
c314e63d,Emily Lowe,Finance,64294,GB25KPEL74902382808655
dba76b62,Kevin Smith,Finance,144769,GB18WGDK04783063941380
944cc3ef,Rachel Clark,Finance,142760,GB69DUYV17088997469813
7a973e0d,Kristine Williams,Finance,83095,GB40JUAF23562688102447
15a4cb6e,Roger Walker,Finance,122645,GB09AANJ01185941133336
162f56e1,Robert Alexander,Finance,81604,GB85ZJOA84841520013111
64bf30e6,Peter Jones,Finance,148204,GB80PESZ55420376478364
d8b95c0b,Christine Durham,Finance,74589,GB54SWSY68906006565910
e7355d49,Jeffrey Miller,Finance,103707,GB06HFHQ51423049188898
bccdabba,Christina Carter,Finance,126526,GB60DKAW23171393148120
27e04f64,Timothy Chase,Finance,85054,GB41RZRY32926662227477
84c71eda,Nicole Yates,Finance,58022,GB12LLWU19291375195554
47d453e4,Brandon Burke,Finance,76265,GB19EFBW36730417593882
d8b71603,Amber Nicholson,Finance,102971,GB56MMXH72118762207022
7cec8e97,James West,Finance,123876,GB31UYIR48524707594838
a751b92b,Linda Wilkins,Finance,59290,GB98SAJQ69782537682920
c1653e6c,Diana Douglas MD,Finance,52371,GB78ZDSI61149774308242
0acdfa07,Robert Turner,Finance,109014,GB78MTCF01618624871837
4c09cb95,James Brooks,Finance,141660,GB69NTJW90204944294815
5723d4c4,Michael Johns,Finance,115876,GB89AMGW08689035560760
ebc96c16,Kayla Olson,Finance,57664,GB51RZMW83482430097628
d88cf0ae,Jeffrey Stephenson,Finance,89643,GB14VAER11003620903190
013b25f4,Kristy Johnson,Finance,126285,GB58IOCM50094885238354
a8758c42,Andrea Campbell,Finance,75115,GB65ANNH38544751785540
e3c8acb2,Jennifer Andrews,Finance,123694,GB90WDAN43693806552730
7cd0e732,Sean Smith,Finance,134760,GB93YJZV72553639687433
23c6052f,Andre Riley,Finance,109192,GB25PILS08058562568397
faced973,James Garcia,Finance,109235,GB12XXRL43427436867575
99e0d05e,Miranda Keller,Finance,54214,GB23ALKU57423112542936
06ac44a2,Kenneth Rose,Finance,104034,GB94JIQR62086516478305
4845e1df,Elizabeth Solis,Finance,113843,GB76DNNZ94291959789011
a3493073,Trevor Salinas,Finance,108124,GB36XEEF14289694933251
ee7e4a89,Chris Scott,Finance,51306,GB66DKAI30114021586119
dea57e8e,Drew Thornton,Finance,85565,GB02POOQ93997544025100
d40b4a44,Samantha Sanchez,Finance,138498,GB86KXFT52564210097162
40a3d011,Manuel Spencer,Finance,91901,GB97OPZH02622727235348
dde548bf,Stephanie Fleming MD,Finance,52182,GB76SXKL70468991979861
e0ce77d7,Kelly Torres,Finance,88606,GB51ALEE83680349045319
034bf811,Latoya Robertson,Finance,117754,GB47APOT20331588752717
e10fdd94,Bailey Henderson,Finance,129946,GB74IIFD38056859456631
820b27bf,Jordan Perez,Finance,89655,GB05LNJX58064341674449
ee9c566f,David Jackson,Finance,58050,GB79UXVR12779020709599
3c3d7128,Joshua Fox,Finance,139654,GB89REVG64699569393017
72a52037,Daniel Shea,Finance,125352,GB37RQOD81142526160236
62070869,Chelsea Conley,Finance,85084,GB29WTGQ27739884024330
8df2720e,Devin Robbins,Finance,135549,GB97PFFX00125490566183
9abefff4,Daniel Nunez,Finance,103808,GB26ASXC95268109626174
ad4d84d9,Robert Moore,Finance,126086,GB64NZYF42783384364732
926cab93,Stacy Berg,Finance,80025,GB07KLFA74619277822701
45cc17e7,Tabitha Delgado,Finance,117748,GB90UJVJ44799597014503
07b07dbe,Parker Brown DVM,Finance,130178,GB95GXAQ26310333076052
88737bfe,Angela Carter,Finance,73088,GB83IWNH66046721520813
