Employee ID,Name,Department,Salary,IBAN
709491a7,James White,Finance,81625,GB08AXLU91512826164022
0c38564b,Patrick Cooper,Finance,113282,GB79ZRNM08320746628357
2ffad4e9,James Garrett,Finance,51555,GB16TQLG77038558717334
4634c119,Lori Mcguire,Finance,128446,GB21ZVER84260884833081
a2f17240,Sherri Tapia,Finance,149604,GB72PUTA86652906370015
ab7323b8,Jeremy Sosa,Finance,68872,GB53MSNC23469322862924
bb557387,Ryan Rowe DVM,Finance,83867,GB03NMKW23554925650046
df05951c,Mary Rodriguez,Finance,135698,GB15ZJUF89160832094077
606c230d,Christina Martinez,Finance,133043,GB70PJHH03713601408486
66ec5a2b,Jon Bryant,Finance,129705,GB15MGED17839047791359
8cd61c00,Yolanda Zuniga,Finance,72836,GB63VDOF36748685439162
d00a1f1f,Cody Villa,Finance,62445,GB05YEQG67474493625816
8d57f6b1,Aaron Arias,Finance,102682,GB96XKTG59384848418168
3b4540dd,Emily Wagner,Finance,58554,GB81YAYT69346059792364
f2bb0cd1,Shannon Williams,Finance,61937,GB86OHNG77143530798304
1ab465dd,Stephanie Rivera,Finance,107226,GB25ZKJS07395953880104
8fb8cf45,Pamela May,Finance,56226,GB33YFXF83363472460088
0a587f07,William Rodriguez,Finance,84892,GB48JMEX83990475260441
ce770846,Maria Coleman,Finance,147933,GB06ODIB54352244312494
a65a4df8,Jason Kent,Finance,70984,GB93MYBB78372352544530
e49b1a4a,Edward Jones,Finance,85060,GB03KJEG90544393435641
4f4f8cf5,Rebecca Glass,Finance,106051,GB20BFRZ32375590929943
32d1a263,Mrs. Mariah Brown,Finance,65979,GB13DBMU14640123340064
600213e8,Kyle Klein,Finance,139255,GB12TMAJ69021035930391
afea777a,Rebecca Brown,Finance,129026,GB98GJXU39644439054142
fdf99125,Angela Baker,Finance,125218,GB55YQNH89649714262734
8af72f35,Jeremy Gordon,Finance,121976,GB89GCNN61611065278080
79b36770,Kevin Williams,Finance,57016,GB90COWZ99894578993739
a34b1e51,Patrick Jackson,Finance,50542,GB50LEMO81128693306784
3f159f43,Amanda Andrade,Finance,91041,GB85ATIT98409465540850
b88292a4,Michael Conley,Finance,119277,GB05LDPA86946398795064
f998aa81,Connor Anderson,Finance,79620,GB40EVDC99963561743635
ba395182,Tanya Ramirez,Finance,66585,GB22UVVP65997146908517
8c6a127e,Jasmine Wells,Finance,53411,GB07ZTEJ79739009819408
5a8a22fd,Emily Durham,Finance,85923,GB38QWYJ10823864659612
dc367ec7,Jasmine Beasley,Finance,121654,GB13ODTP44541977597567
b6a3652b,Mr. James Lynn,Finance,148521,GB77AJZB67126641417254
58b451a4,Robert Lyons,Finance,72341,GB53PTVK64739995897479
48e6a840,Curtis Payne,Finance,85335,GB12CUBD53884690954983
cb72d258,Taylor Smith,Finance,73665,GB85MZKY98275042888708
3f464bf9,Bobby Morrow,Finance,55182,GB44RUOD56229909170112
5698348d,Christopher Rodriguez,Finance,67100,GB22THVC52005170548495
e60a22e0,Angela Jones,Finance,138929,GB67LZNR11907664411874
874211d7,Mary Thomas,Finance,64763,GB03VEBV99626664909604
ae12f068,Tammy West,Finance,147739,GB20GPFV07005527089344
e9ee3f95,Jack Scott,Finance,57384,GB92JQXG44920994806986
471e00d2,Tonya Newman,Finance,99025,GB97LCKD75690621854693
0fedf021,Andrew Daniels,Finance,60618,GB82AWIX78117201086091
b30daf62,David Marshall MD,Finance,55348,GB34AQSP40200769520145
cfd8e60a,Lisa Brown,Finance,68925,GB94NCZB97878756857869
975f836e,Joy Adkins,Finance,96312,GB88DWXP71446510593080
7d225c49,Terri Hill,Finance,100883,GB47VFGB55622201842345
1565bec2,Nancy Ross,Finance,116076,GB92PHSO26510957271823
e01df61b,Lori Mccarty,Finance,72592,GB55MXZK18016164083659
e1d765ce,Dawn Clayton,Finance,138920,GB65QHVM02625719243668
d87dbdfa,Sarah Bell,Finance,76780,GB64YTEW19814148295901
26ba8f9e,Tommy Reynolds,Finance,78838,GB42INEN55934090373896
832d8914,April Woods,Finance,57583,GB31FNIG62551091340812
90ce26db,Holly Reed,Finance,92078,GB03FXIS83048817820076
d066015c,April Campbell,Finance,55522,GB26XUYP91613948668535
bc355eff,Christopher Mcconnell,Finance,57342,GB63URXW68394705353791
6fc23ab9,Andrea Ward,Finance,66060,GB29XMSD65103585464775
70e95251,Deborah Woods,Finance,75414,GB03WSAF80143534520252
e3793d65,Brian Berry,Finance,70409,GB78FTZE98739317599767
070ac7ee,Dorothy Finley,Finance,121644,GB34PXHJ89891963046313
6fdffb62,Kimberly Martin,Finance,85995,GB63EPGD41896344885406
cbf60550,Gregory Morris,Finance,125491,GB10BIMB00871000016327
3dc683e3,Cathy Schultz,Finance,114662,GB49WZLF62785461247544
e9fbdcc0,Joann Blake,Finance,82853,GB39ZTPY08781063010009
68385a13,Linda Elliott,Finance,108771,GB62JLOE67181329467319
9d2787b5,Lisa Martinez,Finance,102551,GB22XCLY05173284470852
7c5ffcf6,Eric Werner,Finance,75922,GB37VWZH77916481768383
faf90381,Jonathan Simpson,Finance,89528,GB63KXXL78102201838938
36fc8650,Joel Jones DDS,Finance,149047,GB25OAPS44879191181219
f4b77d50,Heather Smith,Finance,109894,GB05HCZE12058362276286
3609098e,Benjamin Alvarez,Finance,71406,GB50ESSO20113880214366
50a02a66,Brittany Walton,Finance,142366,GB83PDJJ61042072753153
4ee90ed2,Eric Lane,Finance,72349,GB61CNSN11887000751638
09cbf3a8,Tina Villegas,Finance,60242,GB81IYXH06751742202955
f2ee3115,Maria Fletcher,Finance,147339,GB36JQDU12640376514743
9dbf95df,Devin Ferguson,Finance,116266,GB44VTAA00994627086276
dd3fdb7b,Denise Gray,Finance,116023,GB54YDIL25674834224996
3b94da38,Emily Mendoza,Finance,58736,GB92HECT56417673536580
f7038ff3,Heather Cunningham,Finance,65927,GB31CCDV17608353645842
83a62a26,Nicholas Kent,Finance,106294,GB37CJMO76959757364313
770e5d98,Miguel Jackson,Finance,89584,GB33SJSM97184215697959
2a3e71b2,Crystal Vargas,Finance,104365,GB16IBTR39850840125284
871d3855,Derrick Hill,Finance,66974,GB39GORU40615635608913
45a3a138,Sara Patterson,Finance,53125,GB88NBSU40303482302866
c49a9b25,Isaac James,Finance,80760,GB55LFSN97385847362139
7f62b5e4,Samuel Stanley,Finance,59983,GB56BWHL62992237015940
a212b520,Stephanie Smith DDS,Finance,61688,GB98PFMJ14920585911471
f897cc82,Eric Jordan,Finance,62526,GB91SHWW03072787348618
97822bdb,Shelby Santiago,Finance,90540,GB94SWFA86996709108991
d7e04188,Michelle Green,Finance,103832,GB64QMSK17223744786075
4b518d03,Matthew Reyes,Finance,146455,GB96YCAS25285872825250
49eb2e2f,Jason Hernandez,Finance,129919,GB97WVWM45844579182083
1e3930b8,Jerry Kelley,Finance,85342,GB31RUAS30919547079851
3cfc199b,Melissa Rose,Finance,134729,GB05OXFO45338243996487
7bbbb52e,Angela Wood,Finance,115385,GB15YCVN50688231007212
